chrom	pos	pos_cum	length	DP4	pool_0	pool_1	pool_2	pool_3	pool_4	pool_5	pool_6	pool_7	pool_8	pool_9
Scaffold953	69669	571565197	144624	471	54	31	24	59	45	44	65	43	54	52
Scaffold953	138736	571634264	144624	474	29	35	31	45	68	60	50	38	48	70
Scaffold954	97487	571737639	237502	670	57	60	25	89	63	71	90	70	69	76
Scaffold954	153746	571793898	237502	381	37	25	10	52	41	53	60	35	23	45
Scaffold954	200618	571840770	237502	366	32	25	24	38	36	46	62	30	25	48
Scaffold955	22567	571900221	110477	743	62	45	34	101	101	81	103	70	64	82
Scaffold956	24077	572012208	275798	425	37	30	22	68	62	42	44	30	45	45
Scaffold956	73840	572061971	275798	532	34	38	36	56	78	70	59	44	69	48
Scaffold956	114750	572102881	275798	523	40	46	14	67	67	60	64	36	63	66
Scaffold956	156021	572144152	275798	484	32	32	37	39	71	52	53	45	71	52
Scaffold956	199864	572187995	275798	397	34	29	12	31	42	51	64	53	36	45
Scaffold956	251774	572239905	275798	303	18	28	22	32	39	28	37	26	34	39
Scaffold957	25734	572289663	165608	436	33	39	21	43	62	46	63	44	42	43
Scaffold957	62039	572325968	165608	679	62	55	43	65	69	68	71	54	80	112
Scaffold957	90226	572354155	165608	450	35	49	23	60	38	63	54	38	38	52
Scaffold957	138966	572402895	165608	435	42	36	28	47	52	52	55	29	55	39
Scaffold958	29730	572459267	133579	214	2	23	13	27	25	8	39	28	30	19
Scaffold958	99727	572529264	133579	57	10	2	0	8	0	3	8	6	10	10
Scaffold959	94088	572657204	107275	692	62	55	45	58	91	93	88	45	60	95
Scaffold960	48563	572718954	206977	495	37	35	38	48	65	56	53	37	69	57
Scaffold960	86458	572756849	206977	510	39	42	33	62	66	51	57	47	59	54
Scaffold960	128927	572799318	206977	636	48	31	45	90	78	41	89	74	69	71
Scaffold960	169657	572840048	206977	482	31	30	22	60	81	55	50	40	54	59
Scaffold960	200840	572871231	206977	350	26	30	24	45	41	54	48	26	8	48
Scaffold961	40268	572917636	109932	470	33	38	26	70	44	62	60	49	32	56
Scaffold961	80456	572957824	109932	517	46	34	35	58	61	61	64	43	49	66
Scaffold962	17403	573004703	228556	673	55	53	52	77	86	66	75	56	75	78
Scaffold962	78433	573065733	228556	278	26	19	19	29	19	41	23	11	36	55
Scaffold962	144118	573131418	228556	280	28	21	14	44	28	25	32	24	26	38
Scaffold962	183265	573170565	228556	348	25	19	18	68	38	26	36	24	38	56
Scaffold963	31337	573247193	317593	524	34	39	50	71	59	50	61	43	55	62
Scaffold963	92102	573307958	317593	5	0	2	0	0	2	0	0	0	0	1
Scaffold963	143978	573359834	317593	565	46	53	37	68	66	62	72	42	65	54
Scaffold963	185826	573401682	317593	301	19	28	22	29	64	27	52	17	27	16
Scaffold963	219115	573434971	317593	499	41	34	36	58	51	64	62	46	50	57
Scaffold963	254065	573469921	317593	594	42	39	29	83	77	59	79	53	46	87
Scaffold963	288050	573503906	317593	464	31	41	45	43	51	50	60	37	50	56
Scaffold964	7437	573540886	185176	207	21	11	18	32	21	26	20	10	21	27
Scaffold964	55771	573589220	185176	607	32	55	56	70	81	52	83	47	65	66
Scaffold964	94671	573628120	185176	521	42	41	26	58	64	65	70	48	50	57
Scaffold964	129353	573662802	185176	232	17	28	12	13	34	34	43	21	17	13
Scaffold964	165911	573699360	185176	661	35	77	44	84	86	65	78	47	68	77
Scaffold965	72234	573790859	98529	689	56	37	52	86	97	89	77	41	70	84
Scaffold966	33776	573850930	92993	521	37	42	29	66	77	58	51	41	52	68
Scaffold967	13865	573924012	171245	585	51	35	19	62	74	69	88	72	48	67
Scaffold967	56267	573966414	171245	460	34	38	24	60	70	55	51	32	45	51
Scaffold967	107281	574017428	171245	419	32	27	25	39	47	42	62	30	57	58
Scaffold967	140291	574050438	171245	484	42	39	27	63	68	50	57	44	42	52
Scaffold968	6814	574088206	187157	262	22	25	13	32	31	31	35	18	30	25
Scaffold968	47565	574128957	187157	489	41	31	24	61	69	55	63	38	53	54
Scaffold968	94734	574176126	187157	443	44	22	24	55	56	59	50	31	53	49
Scaffold968	166996	574248388	187157	2319	225	233	214	235	234	239	241	239	227	232
Scaffold970	3188	574384477	247642	648	64	40	48	97	62	73	66	46	75	77
Scaffold970	45549	574426838	247642	485	36	29	31	52	71	62	52	44	46	62
Scaffold970	73086	574454375	247642	393	33	28	24	41	43	44	47	30	52	51
Scaffold970	103555	574484844	247642	642	60	46	22	97	96	66	70	58	57	70
Scaffold970	146239	574527528	247642	934	67	62	53	115	111	109	125	79	106	107
Scaffold970	198558	574579847	247642	359	33	40	12	51	43	47	40	21	45	27
Scaffold970	245727	574627016	247642	493	40	54	36	54	57	57	48	46	46	55
Scaffold972	8402	574723432	196215	133	13	10	11	18	22	10	17	10	14	8
Scaffold972	41839	574756869	196215	575	45	48	30	54	69	66	67	50	65	81
Scaffold972	96752	574811782	196215	484	38	34	30	54	69	51	62	38	51	57
Scaffold972	139702	574854732	196215	990	66	97	49	120	106	131	110	85	99	127
Scaffold973	31891	574943136	189633	631	65	73	16	91	81	86	72	22	72	53
Scaffold973	75232	574986477	189633	1025	92	84	80	117	123	112	137	95	95	90
Scaffold973	121194	575032439	189633	618	75	52	33	62	88	72	60	53	61	62
Scaffold973	167694	575078939	189633	490	37	40	27	58	60	53	72	42	52	49
Scaffold974	50495	575151373	162472	564	38	27	18	60	74	63	101	46	78	59
Scaffold975	13814	575277164	87122	277	38	18	18	30	25	34	26	28	20	40
Scaffold976	3656	575354128	122876	445	40	37	24	50	58	62	49	30	43	52
Scaffold976	71630	575422102	122876	602	59	46	33	68	71	65	70	51	64	75
Scaffold977	16993	575490341	306825	312	24	22	31	35	39	51	24	27	37	22
Scaffold977	51602	575524950	306825	498	33	45	25	65	64	56	53	56	59	42
Scaffold977	82621	575555969	306825	401	29	37	21	50	57	54	46	37	35	35
Scaffold977	117377	575590725	306825	549	49	36	38	69	67	63	62	40	65	60
Scaffold977	144301	575617649	306825	457	45	35	23	68	50	49	44	43	51	49
Scaffold977	176510	575649858	306825	291	20	20	37	38	18	44	30	29	28	27
Scaffold977	209501	575682849	306825	428	28	27	22	65	58	43	57	44	41	43
Scaffold977	240914	575714262	306825	638	49	56	20	81	82	83	94	55	51	67
Scaffold977	264017	575737365	306825	371	38	28	18	56	44	44	49	25	30	39
Scaffold977	302875	575776223	306825	467	34	30	27	57	78	47	65	41	36	52
Scaffold978	121034	575901207	142704	689	72	48	32	78	107	57	96	60	77	62
Scaffold979	28456	575951333	360383	286	22	18	19	48	36	33	29	23	22	36
Scaffold979	70130	575993007	360383	180	19	19	8	12	21	20	29	19	17	16
Scaffold979	94959	576017836	360383	495	55	42	29	52	70	45	51	45	47	59
Scaffold979	128812	576051689	360383	125	18	17	0	9	19	15	22	0	9	16
Scaffold979	164076	576086953	360383	494	53	34	21	55	80	60	47	47	44	53
Scaffold979	196425	576119302	360383	370	30	22	14	54	42	42	51	41	38	36
Scaffold979	230407	576153284	360383	455	32	34	20	58	56	52	64	43	49	47
Scaffold979	270371	576193248	360383	420	30	29	19	53	66	45	58	47	40	33
Scaffold979	296863	576219740	360383	439	43	39	15	58	73	45	48	28	42	48
Scaffold979	325740	576248617	360383	892	69	68	57	112	102	98	109	76	96	105
Scaffold979	352119	576274996	360383	602	46	43	20	81	83	78	58	53	77	63
Scaffold980	33065	576316325	88329	502	45	31	40	36	56	59	56	54	67	58
Scaffold981	19043	576390632	67694	37	1	5	2	5	6	6	8	1	2	1
Scaffold982	21975	576461258	98493	470	30	42	33	48	65	49	59	44	55	45
Scaffold982	62626	576501909	98493	382	37	25	20	48	38	50	44	33	37	50
Scaffold983	35055	576572831	170410	425	36	32	26	43	56	57	53	34	40	48
Scaffold983	74662	576612438	170410	391	33	32	25	31	58	57	55	51	11	38
Scaffold983	104750	576642526	170410	486	33	33	25	61	73	73	59	39	41	49
Scaffold983	130966	576668742	170410	578	53	36	30	76	53	47	56	35	115	77
Scaffold984	13197	576721383	313513	691	67	55	24	74	75	75	104	71	83	63
Scaffold984	56555	576764741	313513	271	36	30	18	45	35	21	12	23	23	28
Scaffold984	103532	576811718	313513	477	25	34	36	61	74	51	55	39	47	55
Scaffold984	146928	576855114	313513	476	35	43	20	61	67	45	60	31	51	63
Scaffold984	235139	576943325	313513	465	37	45	18	61	58	64	50	28	53	51
Scaffold985	12321	577034020	123939	375	39	31	27	56	41	22	39	32	23	65
Scaffold985	76985	577098684	123939	501	24	45	35	56	54	53	73	31	61	69
Scaffold986	23647	577169285	99860	1369	100	105	76	188	189	136	123	122	155	175
Scaffold986	59711	577205349	99860	529	40	33	54	55	59	80	61	40	48	59
Scaffold986	91985	577237623	99860	496	56	42	24	53	57	62	40	33	47	82
Scaffold987	59964	577305462	73886	773	63	26	19	107	67	118	92	81	115	85
Scaffold988	42616	577362000	116568	456	36	33	25	56	54	54	60	34	52	52
Scaffold988	99209	577418593	116568	353	32	32	20	39	39	44	42	40	32	33
Scaffold990	3245	577543065	164821	1167	102	86	105	145	128	120	144	90	120	127
Scaffold990	71548	577611368	164821	408	26	31	21	45	54	56	41	34	39	61
Scaffold990	104538	577644358	164821	483	40	42	21	69	68	44	60	39	47	53
Scaffold990	144120	577683940	164821	58	5	2	8	8	6	5	3	5	9	7
Scaffold991	30847	577735488	288365	688	67	40	34	65	80	85	91	52	57	117
Scaffold991	73471	577778112	288365	474	28	34	20	66	65	67	59	43	40	52
Scaffold991	101942	577806583	288365	430	33	26	28	45	59	73	47	43	23	53
Scaffold991	134281	577838922	288365	416	34	21	15	58	55	47	66	28	51	41
Scaffold991	165539	577870180	288365	216	23	15	24	12	34	31	45	10	13	9
Scaffold991	205816	577910457	288365	400	29	36	42	47	45	52	44	47	34	24
Scaffold991	237788	577942429	288365	527	35	39	29	61	62	68	66	43	57	67
Scaffold991	265547	577970188	288365	521	46	33	30	55	68	54	67	47	59	62
Scaffold992	40903	578033909	100043	578	42	41	35	73	66	63	65	54	58	81
Scaffold992	77383	578070389	100043	299	31	16	18	26	33	35	51	21	22	46
Scaffold993	28364	578121413	119803	701	68	71	23	103	81	79	77	52	60	87
Scaffold993	61868	578154917	119803	504	43	45	28	71	60	47	70	36	46	58
Scaffold993	92384	578185433	119803	421	37	34	17	51	49	56	45	46	33	53
Scaffold994	36440	578249292	121279	507	41	39	36	63	61	59	52	51	42	63
Scaffold994	80573	578293425	121279	440	38	30	18	50	57	48	53	45	40	61
Scaffold995	19324	578353455	311806	470	37	42	34	55	68	43	56	42	45	48
Scaffold995	53726	578387857	311806	453	37	38	40	54	59	56	50	35	40	44
Scaffold995	89890	578424021	311806	466	42	32	27	45	49	65	58	49	48	51
Scaffold995	119821	578453952	311806	409	35	31	21	54	53	48	43	47	45	32
Scaffold995	158920	578493051	311806	340	28	17	18	39	47	43	37	22	49	40
Scaffold995	189513	578523644	311806	462	48	34	27	68	50	56	45	42	46	46
Scaffold995	238354	578572485	311806	573	57	42	53	79	68	61	56	36	58	63
Scaffold995	266796	578600927	311806	327	43	29	24	37	40	41	16	51	13	33
Scaffold996	8331	578654268	99548	598	59	56	41	61	63	72	71	57	50	68
Scaffold997	17399	578762884	288502	394	22	24	21	42	48	45	44	43	49	56
Scaffold997	71305	578816790	288502	273	19	16	21	19	51	27	41	34	36	9
Scaffold997	113434	578858919	288502	364	35	28	16	47	37	46	50	30	23	52
Scaffold997	156200	578901685	288502	662	69	57	52	77	77	61	90	52	42	85
Scaffold997	206196	578951681	288502	518	41	41	41	69	72	84	45	10	56	59
Scaffold997	246843	578992328	288502	340	23	26	13	37	32	45	33	21	57	53
Scaffold998	814	579034801	98648	500	44	33	38	69	72	46	53	37	58	50
Scaffold998	92536	579126523	98648	543	39	50	29	51	55	84	64	66	49	56
Scaffold999	26631	579159266	373690	500	44	38	31	54	63	64	49	42	48	67
Scaffold999	54404	579187039	373690	408	40	33	30	47	46	56	45	22	47	42
Scaffold999	83983	579216618	373690	475	39	35	48	52	50	53	56	29	52	61
Scaffold999	116611	579249246	373690	495	35	34	26	54	53	67	69	42	49	66
Scaffold999	148177	579280812	373690	435	40	32	19	56	45	50	71	37	35	50
Scaffold999	178619	579311254	373690	466	46	31	22	49	51	62	63	43	47	52
Scaffold999	206422	579339057	373690	434	27	39	32	56	46	45	43	42	52	52
Scaffold999	239639	579372274	373690	422	32	22	30	43	54	40	52	42	43	64
Scaffold999	263777	579396412	373690	511	43	50	31	57	63	46	75	43	54	49
Scaffold999	293069	579425704	373690	324	31	33	16	44	48	38	19	1	40	54
Scaffold999	325906	579458541	373690	198	14	11	4	31	14	13	9	42	23	37
Scaffold999	355098	579487733	373690	439	41	42	18	51	69	45	47	43	44	39
Scaffold1000	44500	579550825	216366	493	42	34	29	39	59	61	61	48	46	74
Scaffold1000	111167	579617492	216366	445	36	40	19	54	52	41	56	50	41	56
Scaffold1000	173475	579679800	216366	963	97	89	83	122	88	117	95	94	55	123
Scaffold1001	17388	579740079	281773	399	28	24	18	58	42	49	59	33	42	46
Scaffold1001	52816	579775507	281773	396	26	29	27	39	46	39	35	48	61	46
Scaffold1001	79681	579802372	281773	473	33	42	29	49	60	61	56	47	45	51
Scaffold1001	106725	579829416	281773	429	31	35	25	55	56	49	51	29	45	53
Scaffold1001	143759	579866450	281773	427	48	33	30	42	57	44	53	27	44	49
Scaffold1001	183561	579906252	281773	479	38	45	21	59	51	57	59	34	55	60
Scaffold1001	223149	579945840	281773	454	30	30	29	57	52	53	70	45	44	44
Scaffold1001	265860	579988551	281773	491	38	33	51	54	66	47	64	29	59	50
Scaffold1002	38932	580043396	120796	433	43	32	21	50	49	46	66	41	44	41
Scaffold1002	81347	580085811	120796	424	36	39	33	41	55	49	60	29	41	41
Scaffold1003	10942	580136202	112830	380	26	29	16	44	46	44	60	40	30	45
Scaffold1003	48667	580173927	112830	498	43	42	19	68	54	52	60	36	63	61
Scaffold1003	100160	580225420	112830	375	46	36	18	29	37	54	41	32	40	42
Scaffold1004	64715	580302805	90468	2312	239	227	240	234	224	220	220	241	230	237
Scaffold1005	22737	580351295	312568	361	15	26	26	54	65	40	36	20	30	49
Scaffold1005	54457	580383015	312568	647	55	45	32	96	96	56	84	58	62	63
Scaffold1005	85504	580414062	312568	507	35	42	45	64	53	76	59	37	40	56
Scaffold1005	117240	580445798	312568	367	27	24	17	46	46	40	48	27	37	55
Scaffold1005	144081	580472639	312568	1965	191	179	186	203	201	199	197	188	212	209
Scaffold1005	175117	580503675	312568	461	35	43	18	73	56	49	46	42	52	47
Scaffold1005	203441	580531999	312568	285	20	12	28	26	30	29	39	23	41	37
Scaffold1005	225757	580554315	312568	450	27	50	16	65	64	64	55	45	26	38
Scaffold1005	252385	580580943	312568	554	41	47	34	84	65	46	64	52	55	66
Scaffold1005	275330	580603888	312568	490	47	34	23	69	65	54	70	36	43	49
Scaffold1005	297479	580626037	312568	310	21	43	14	29	41	35	46	29	24	28
Scaffold1006	19938	580661064	110378	445	42	35	23	57	55	42	52	40	48	51
Scaffold1006	50504	580691630	110378	488	37	35	27	67	54	55	63	44	51	55
Scaffold1006	78881	580720007	110378	417	38	25	19	56	54	34	55	47	39	50
Scaffold1007	6332	580757836	130839	606	53	39	48	67	81	64	73	55	56	70
Scaffold1008	10514	580892857	87730	45	2	0	1	2	5	15	12	3	1	4
Scaffold1008	61918	580944261	87730	90	10	4	6	11	5	15	19	2	12	6
Scaffold1009	35850	581005923	143627	481	38	42	26	53	57	57	71	34	42	61
Scaffold1009	107898	581077971	143627	636	50	43	36	70	64	82	95	62	58	76
Scaffold1010	36873	581150573	122742	527	50	35	51	74	51	48	61	45	54	58
Scaffold1010	99500	581213200	122742	25	0	1	8	15	0	0	1	0	0	0
Scaffold1011	31072	581267514	106522	650	52	45	55	71	99	76	73	56	75	48
Scaffold1011	64681	581301123	106522	318	31	16	19	40	36	32	35	37	25	47
Scaffold1012	448	581343412	172306	434	28	33	19	65	59	48	65	32	41	44
Scaffold1012	42258	581385222	172306	416	34	21	14	47	65	52	49	52	49	33
Scaffold1012	78700	581421664	172306	337	10	29	36	49	37	54	35	10	46	31
Scaffold1012	133516	581476480	172306	433	30	33	17	70	55	53	37	45	41	52
Scaffold1013	8737	581524007	172570	505	50	38	28	61	54	73	66	32	53	50
Scaffold1013	67594	581582864	172570	461	34	42	19	58	57	63	59	29	43	57
Scaffold1013	116155	581631425	172570	275	18	21	32	43	34	23	22	7	39	36
Scaffold1013	160412	581675682	172570	392	36	32	25	54	44	42	43	28	46	42
Scaffold1015	7136	581780212	254876	502	42	42	37	50	53	65	47	51	59	56
Scaffold1015	51448	581824524	254876	505	30	44	31	53	69	58	56	49	44	71
Scaffold1015	85539	581858615	254876	547	47	45	40	72	78	56	47	41	54	67
Scaffold1015	117097	581890173	254876	433	30	31	23	52	64	48	59	44	37	45
Scaffold1015	148729	581921805	254876	500	53	45	36	65	53	46	56	39	47	60
Scaffold1015	186330	581959406	254876	517	46	29	43	55	66	60	69	55	41	53
Scaffold1015	224490	581997566	254876	239	25	15	18	31	34	21	23	21	22	29
Scaffold1015	252528	582025604	254876	623	60	34	47	79	73	68	73	57	60	72
Scaffold1016	75671	582103623	82553	483	53	33	19	47	51	55	58	62	36	69
Scaffold1017	35776	582146281	249839	327	26	32	14	41	40	39	40	36	21	38
Scaffold1017	66093	582176598	249839	520	43	43	39	60	63	56	56	51	47	62
Scaffold1017	103815	582214320	249839	198	17	24	15	19	46	14	16	19	4	24
Scaffold1017	153213	582263718	249839	338	27	23	18	52	40	39	46	28	31	34
Scaffold1017	209357	582319862	249839	528	32	46	36	55	67	82	58	40	49	63
Scaffold1017	245528	582356033	249839	237	14	15	10	44	12	23	35	10	42	32
Scaffold1018	81833	582442177	163863	395	34	29	26	49	52	35	57	20	57	36
Scaffold1019	16447	582540654	200368	515	43	33	37	70	60	62	69	40	45	56
Scaffold1019	52677	582576884	200368	430	30	33	37	41	62	40	56	31	53	47
Scaffold1019	91561	582615768	200368	575	54	46	22	63	67	74	70	56	68	55
Scaffold1019	122143	582646350	200368	445	34	41	33	49	52	58	48	35	43	52
Scaffold1019	155950	582680157	200368	432	34	44	16	52	50	52	53	38	41	52
Scaffold1019	188745	582712952	200368	626	36	43	41	89	79	57	76	74	59	72
Scaffold1020	45053	582769628	204895	464	39	36	23	64	53	56	49	48	41	55
Scaffold1020	100886	582825461	204895	486	31	31	22	65	71	43	64	50	60	49
Scaffold1020	141830	582866405	204895	1006	76	77	70	118	124	125	114	81	100	121
Scaffold1021	42499	582971969	165000	318	20	26	37	37	41	32	40	32	28	25
Scaffold1021	133914	583063384	165000	456	36	38	28	49	49	48	59	33	56	60
Scaffold1022	25507	583119977	63553	503	46	34	40	47	74	44	81	34	49	54
Scaffold1023	2951	583160974	190903	674	64	54	62	63	76	84	78	53	70	70
Scaffold1023	42720	583200743	190903	455	24	25	19	65	74	65	61	52	31	39
Scaffold1023	77045	583235068	190903	413	29	38	14	59	55	44	45	48	30	51
Scaffold1023	129475	583287498	190903	390	38	33	13	48	47	42	49	35	40	45
Scaffold1023	169210	583327233	190903	483	46	38	32	62	66	47	69	29	41	53
Scaffold1024	32427	583381353	90811	2166	210	221	212	211	219	215	225	217	220	216
Scaffold1025	21943	583461680	133664	431	39	32	17	50	63	45	39	35	43	68
Scaffold1025	91189	583530926	133664	579	56	45	30	66	71	62	82	46	58	63
Scaffold1025	131375	583571112	133664	354	28	19	15	37	50	46	39	27	43	50
Scaffold1026	93495	583666896	93620	45	5	2	4	2	8	4	5	3	7	5
Scaffold1027	70378	583737399	126330	473	33	24	34	51	62	54	71	37	55	52
Scaffold1028	20152	583813503	103422	107	12	7	16	20	8	2	1	1	18	22
Scaffold1028	49797	583843148	103422	211	10	20	4	17	29	46	35	15	29	6
Scaffold1028	85993	583879344	103422	503	37	39	28	68	73	62	58	43	45	50
Scaffold1029	79368	583976141	96845	1668	142	140	95	191	208	191	204	143	166	188
Scaffold1030	78067	584071685	127723	587	54	52	31	94	57	71	57	53	45	73
Scaffold1031	12477	584133818	94198	939	86	79	68	113	119	103	96	70	105	100
Scaffold1032	18387	584233926	188024	430	39	36	22	60	47	51	57	30	40	48
Scaffold1032	64785	584280324	188024	462	34	37	29	49	57	52	61	36	41	66
Scaffold1032	120140	584335679	188024	465	41	29	31	50	47	58	74	28	56	51
Scaffold1033	9100	584412663	175672	469	46	41	22	54	50	53	57	43	45	58
Scaffold1033	52238	584455801	175672	213	21	17	11	21	32	31	28	20	16	16
Scaffold1033	112782	584516345	175672	274	26	17	33	30	42	20	20	29	28	29
Scaffold1033	160653	584564216	175672	433	31	33	15	66	58	55	64	28	38	45
Scaffold1034	23797	584603032	226095	452	31	33	21	57	66	58	54	46	40	46
Scaffold1034	78113	584657348	226095	300	20	19	15	35	40	34	33	25	23	56
Scaffold1034	113114	584692349	226095	505	37	46	39	62	61	62	46	47	42	63
Scaffold1034	152792	584732027	226095	452	41	44	27	63	60	42	59	35	38	43
Scaffold1034	210766	584790001	226095	529	54	47	35	63	57	61	61	42	57	52
Scaffold1035	44479	584849809	92054	480	32	36	19	61	73	48	62	43	51	55
Scaffold1036	10846	584908230	243194	406	35	23	31	47	52	59	29	37	55	38
Scaffold1036	80207	584977591	243194	519	40	46	22	68	71	44	66	48	60	54
Scaffold1036	130170	585027554	243194	345	22	28	23	42	34	51	30	28	42	45
Scaffold1036	175126	585072510	243194	466	35	37	34	59	66	55	54	36	31	59
Scaffold1037	11671	585152249	67868	1241	92	76	80	137	132	175	174	135	111	129
Scaffold1038	14772	585223218	123405	162	23	7	15	17	11	18	20	11	23	17
Scaffold1038	62270	585270716	123405	457	31	38	28	58	59	61	49	32	42	59
Scaffold1038	94876	585303322	123405	669	47	57	23	62	94	93	102	74	52	65
Scaffold1039	12523	585344374	114908	64	9	8	2	5	3	7	10	5	11	4
Scaffold1039	50830	585382681	114908	463	42	32	28	56	57	44	57	43	49	55
Scaffold1039	100187	585432038	114908	276	22	23	13	27	44	29	35	22	31	30
Scaffold1040	88016	585534775	108331	500	43	36	28	67	48	54	55	46	56	67
Scaffold1041	29200	585584290	125829	299	28	15	18	26	41	34	34	23	46	34
Scaffold1041	82439	585637529	125829	491	47	28	31	57	57	59	65	31	45	71
Scaffold1041	123167	585678257	125829	65	6	10	0	0	16	9	6	1	2	15
Scaffold1043	39260	585800245	138455	678	44	63	72	82	101	65	68	60	52	71
Scaffold1043	83110	585844095	138455	192	20	11	28	23	15	12	16	5	37	25
Scaffold1044	34423	585933863	55020	682	66	51	35	87	80	79	88	60	73	63
Scaffold1045	83637	586038097	101970	657	46	49	38	73	98	78	75	60	65	75
Scaffold1046	51435	586107865	162718	480	28	36	17	56	55	41	65	42	49	91
Scaffold1046	86728	586143158	162718	523	37	29	28	76	69	54	58	53	63	56
Scaffold1046	136890	586193320	162718	472	32	36	31	51	68	56	59	41	46	52
Scaffold1047	64190	586283338	100988	485	28	42	26	49	74	71	64	39	45	47
Scaffold1048	49531	586369667	207759	427	31	39	33	51	52	44	52	34	47	44
Scaffold1048	119252	586439388	207759	51	3	4	2	7	9	8	10	1	1	6
Scaffold1048	184340	586504476	207759	394	24	48	30	49	44	26	58	47	27	41
Scaffold1049	28883	586556778	120540	306	21	17	15	29	32	46	46	32	40	28
Scaffold1049	81438	586609333	120540	354	18	26	15	45	49	48	56	39	37	21
Scaffold1050	16071	586664506	83132	214	20	13	10	25	35	25	34	18	16	18
Scaffold1051	21728	586753295	69914	235	30	19	8	20	25	31	41	21	16	24
Scaffold1052	25868	586827349	236303	383	36	41	19	54	49	40	38	32	35	39
Scaffold1052	67266	586868747	236303	356	36	25	19	38	42	49	35	27	46	39
Scaffold1052	107708	586909189	236303	466	38	28	37	38	75	54	62	33	50	51
Scaffold1052	139833	586941314	236303	476	45	35	14	69	68	66	37	39	53	50
Scaffold1052	176648	586978129	236303	624	53	53	40	80	58	80	74	40	74	72
Scaffold1052	205953	587007434	236303	428	46	26	30	51	57	51	48	44	36	39
Scaffold1053	25328	587063112	130913	445	35	33	24	44	59	55	55	44	50	46
Scaffold1053	92703	587130487	130913	642	64	47	32	96	92	67	73	49	48	74
Scaffold1054	17448	587186145	213625	455	35	37	15	58	48	55	54	39	47	67
Scaffold1054	60687	587229384	213625	422	27	28	18	73	58	43	45	42	51	37
Scaffold1054	100045	587268742	213625	359	37	23	16	42	43	38	36	32	43	49
Scaffold1054	128554	587297251	213625	416	27	29	23	55	56	55	34	37	40	60
Scaffold1054	161744	587330441	213625	430	41	26	21	60	57	37	56	38	42	52
Scaffold1054	198775	587367472	213625	421	35	34	23	53	57	39	63	47	31	39
Scaffold1055	26870	587409192	165459	415	32	29	30	48	47	46	56	33	53	41
Scaffold1055	74044	587456366	165459	661	51	42	37	85	71	98	86	55	55	81
Scaffold1055	123015	587505337	165459	558	32	44	33	73	66	68	59	43	67	73
Scaffold1056	14105	587561886	309477	273	26	24	9	38	50	29	26	13	22	36
Scaffold1056	75485	587623266	309477	477	32	35	20	63	68	56	75	42	40	46
Scaffold1056	123306	587671087	309477	480	41	33	25	63	67	62	59	47	51	32
Scaffold1056	164887	587712668	309477	654	49	52	41	93	88	81	62	63	68	57
Scaffold1056	203689	587751470	309477	483	45	24	25	73	62	65	54	38	48	49
Scaffold1056	264484	587812265	309477	370	33	27	19	39	57	43	41	33	40	38
Scaffold1057	117	587857375	210732	287	13	27	22	25	43	30	38	39	24	26
Scaffold1057	44207	587901465	210732	243	16	22	17	36	22	15	11	35	23	46
Scaffold1057	108210	587965468	210732	455	45	31	19	48	54	62	55	39	47	55
Scaffold1057	166023	588023281	210732	483	46	48	14	68	61	62	39	39	56	50
Scaffold1058	7443	588075433	86355	778	61	67	66	75	89	89	93	72	80	86
Scaffold1059	12084	588166429	273986	542	41	56	14	62	66	57	70	54	44	78
Scaffold1059	66490	588220835	273986	498	40	44	32	63	52	46	74	39	53	55
Scaffold1059	107441	588261786	273986	321	23	21	31	41	47	28	26	19	31	54
Scaffold1059	156621	588310966	273986	374	23	27	27	43	49	46	51	34	39	35
Scaffold1059	191786	588346131	273986	446	25	43	24	43	58	55	57	37	54	50
Scaffold1059	232130	588386475	273986	574	55	51	40	69	76	56	63	49	49	66
Scaffold1060	5998	588434329	114702	372	31	34	15	62	40	42	68	15	23	42
Scaffold1060	55004	588483335	114702	502	42	38	16	65	63	52	52	53	61	60
Scaffold1060	100652	588528983	114702	369	25	33	25	46	43	41	39	33	28	56
Scaffold1061	53584	588596617	73460	254	27	26	19	39	21	22	41	5	9	45
Scaffold1062	44141	588660634	199620	447	33	30	33	48	46	47	50	43	55	62
Scaffold1062	88654	588705147	199620	458	32	35	26	62	52	54	63	38	44	52
Scaffold1062	138064	588754557	199620	582	44	48	18	67	66	73	82	50	63	71
Scaffold1062	185093	588801586	199620	403	32	35	22	46	44	59	37	40	40	48
Scaffold1063	14852	588830965	155325	285	23	19	17	25	33	28	35	32	50	23
Scaffold1063	49068	588865181	155325	287	28	22	12	38	44	23	39	16	29	36
Scaffold1063	72446	588888559	155325	344	20	25	18	35	46	46	39	32	40	43
Scaffold1063	104241	588920354	155325	236	13	20	7	26	41	38	36	14	15	26
Scaffold1063	142938	588959051	155325	448	41	34	33	49	55	47	54	47	43	45
Scaffold1064	26720	588998158	160276	1010	83	82	69	104	132	113	110	102	102	113
Scaffold1064	62769	589034207	160276	492	42	39	25	69	66	54	58	47	45	47
Scaffold1064	100728	589072166	160276	237	22	15	10	29	26	26	31	35	14	29
Scaffold1064	129988	589101426	160276	141	12	9	24	22	5	16	14	27	0	12
Scaffold1065	11067	589142781	338494	339	19	17	25	56	41	25	43	36	32	45
Scaffold1065	43345	589175059	338494	470	38	33	21	62	44	62	67	35	52	56
Scaffold1065	76242	589207956	338494	412	24	33	33	50	39	58	51	38	36	50
